epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
187,17364,0.72216,0.87513,0.09688,0.43428,0.84369,0.98493,0.96222,0.98405,0.78341,0.90297,0.90253,0.85617,0.79227,0.75566,1.26469,0.03285,0.41134,0.8587,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
188,17458.2,0.72562,0.91432,0.0975,0.43731,0.84184,0.9918,0.96222,0.98406,0.78589,0.90405,0.90181,0.85779,0.79148,0.75312,1.26163,0.0331,0.41035,0.85777,0.0022305,0.0007435,0.0022305,0.0007435,0.0022305,0.0007435,0.0022305,0.0007435
189,17552.1,0.72094,0.86927,0.09406,0.43332,0.84165,0.99037,0.96096,0.98402,0.78758,0.90157,0.89981,0.85461,0.79078,0.75269,1.26186,0.03298,0.41044,0.85846,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
190,17645.1,0.71508,0.92384,0.0974,0.43295,0.84316,0.99091,0.96086,0.98401,0.78576,0.90226,0.89798,0.85574,0.79213,0.7527,1.26465,0.03279,0.41021,0.85856,0.0019335,0.0006445,0.0019335,0.0006445,0.0019335,0.0006445,0.0019335,0.0006445
191,17734.6,0.69892,0.79166,0.04593,0.41873,0.83564,0.9896,0.95903,0.98415,0.78618,0.90363,0.89752,0.85643,0.79279,0.75573,1.28412,0.03294,0.41297,0.85894,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
192,17823.5,0.68083,0.79883,0.04928,0.40978,0.84134,0.98088,0.96934,0.9841,0.78474,0.89904,0.89421,0.8499,0.79209,0.75676,1.29676,0.03338,0.41309,0.85922,0.0016365,0.0005455,0.0016365,0.0005455,0.0016365,0.0005455,0.0016365,0.0005455
193,17912.6,0.66787,0.74785,0.04569,0.4075,0.83254,0.97834,0.97103,0.98395,0.78219,0.89873,0.89295,0.84737,0.78767,0.75857,1.30923,0.03334,0.41457,0.85953,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
194,18001.9,0.66277,0.70749,0.04089,0.40304,0.83177,0.98164,0.96851,0.98409,0.78137,0.90053,0.89295,0.84777,0.78866,0.75853,1.30558,0.03323,0.41547,0.85971,0.0013395,0.0004465,0.0013395,0.0004465,0.0013395,0.0004465,0.0013395,0.0004465
195,18090.9,0.66445,0.71112,0.04595,0.40085,0.83483,0.98241,0.96977,0.98409,0.7805,0.89856,0.8925,0.84725,0.78713,0.75949,1.30719,0.03293,0.41458,0.85975,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
196,18180.1,0.65882,0.73955,0.04178,0.39785,0.83551,0.98289,0.96851,0.98423,0.7803,0.89301,0.89295,0.84293,0.7853,0.75903,1.32939,0.03291,0.41651,0.86004,0.0010425,0.0003475,0.0010425,0.0003475,0.0010425,0.0003475,0.0010425,0.0003475
197,18268.9,0.65799,0.70138,0.04196,0.39776,0.82822,0.98266,0.96725,0.98412,0.77954,0.89023,0.89169,0.84075,0.7836,0.75837,1.34145,0.03306,0.4157,0.86014,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
198,18358.7,0.64938,0.74324,0.04801,0.39516,0.83522,0.98586,0.96594,0.98412,0.77978,0.89303,0.89421,0.84286,0.78402,0.7572,1.32385,0.03305,0.41566,0.85992,0.0007455,0.0002485,0.0007455,0.0002485,0.0007455,0.0002485,0.0007455,0.0002485
199,18447.6,0.64939,0.68686,0.04581,0.39409,0.83239,0.98711,0.96482,0.9841,0.78232,0.90682,0.88246,0.84573,0.78622,0.75568,1.3046,0.03284,0.41657,0.85982,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
200,18536.5,0.6432,0.69974,0.04146,0.39065,0.82964,0.98712,0.9655,0.9841,0.78294,0.90808,0.88343,0.84548,0.78706,0.75534,1.29838,0.0328,0.41639,0.8596,0.0004485,0.0001495,0.0004485,0.0001495,0.0004485,0.0001495,0.0004485,0.0001495
